track_id	song_id	artist_confidence	track_confidence
23864532	153	100	63
31384636	154	100	18
16478956	155	100	46
21082476	157	100	32
31614278	158	100	18
1751511	159	100	33
18051844	163	100	47
18900270	18267	100	36
38243537	166	100	58
44025958	167	100	80
5986424	168	100	50
18627885	171	53	62
271603	172	100	95
28335757	173	100	70
22391432	174	100	61
3282163	175	100	100
10145746	176	100	19
1012644	177	100	35
14863951	178	100	24
18438110	179	100	41
47722819	180	100	2
33319451	181	100	29
45579560	183	100	26
7120640	184	100	20
22391518	185	100	8
22391593	190	100	68
20222783	191	100	61
15047326	192	100	31
3637356	194	100	49
28097837	195	100	40
9690669	196	100	44
45641936	200	100	26
34462971	202	100	100
1755626	203	100	7
26848584	204	100	61
6683259	205	100	100
1814713	206	100	84
7038378	209	100	55
19241766	210	100	22
22391716	213	100	59
602274	217	100	88
43919600	218	100	32
16065651	219	100	100
9888081	221	100	100
38838516	222	100	30
28490185	223	100	41
32897025	224	100	56
12928721	226	100	33
2178807	227	100	31
47723014	229	100	100
42515611	230	100	55
11740217	231	100	38
16868486	233	100	100
23916185	236	100	32
37533842	237	100	54
46212404	238	100	40
40243868	240	100	53
4633883	241	100	33
4226816	242	100	19
15565826	248	100	70
38965282	250	100	29
22391647	253	100	65
9630011	254	100	100
17340968	255	100	52
14771489	256	100	55
267838	257	100	61
39205437	258	100	42
7444618	259	100	68
9888023	262	100	100
27354833	264	100	26
30941653	265	100	59
1425691	266	100	37
22391543	267	100	59
15352951	268	85	51
10426182	271	100	20
27645031	272	100	16
265011	273	100	95
24621085	274	100	55
12239093	275	100	35
22855962	276	100	67
34563429	280	100	66
12573445	281	100	100
6716193	282	100	43
22075749	283	100	100
6995198	285	100	84
22391546	287	100	62
17519038	288	100	21
31291546	289	100	100
44415790	292	100	37
26734772	293	100	60
42734779	295	100	78
27604259	296	100	42
31390777	297	49	48
19347558	300	100	53
20337958	301	100	23
29513382	306	100	40
39382297	308	100	100
7078284	309	100	100
41349262	312	100	23
42214520	313	100	100
41149363	314	100	29
35100079	315	100	35
30049683	316	100	67
2269894	318	100	45
13514774	319	100	34
22391659	321	100	68
38536467	325	100	32
9710354	326	100	27
16141526	330	100	100
14342061	331	100	26
43274646	332	100	25
30566793	336	100	38
258773	338	100	57
31662775	341	100	42
16254208	342	100	100
38707468	343	100	70
18436078	344	100	39
19240858	345	100	41
6844244	346	100	100
29671336	348	100	100
35391429	349	100	56
44053431	350	100	100
35125406	351	100	100
32650336	352	100	100
40890615	353	100	32
37088399	355	100	33
24474686	360	100	100
22391742	361	100	39
270351	362	100	77
10460525	363	100	38
40305890	367	100	100
17038541	368	100	100
9670867	369	100	17
11836750	370	100	48
42292553	371	100	18
39509149	373	100	41
42119812	374	100	32
33598495	377	100	26
2554022	379	100	15
41620079	380	100	47
16823622	384	100	100
264846	385	100	96
38744761	387	93	55
14717563	389	100	67
46095212	391	100	100
8311856	393	100	27
26886695	398	100	56
34500211	400	100	44
13514758	402	100	100
7212589	404	100	68
30159720	405	100	100
22491085	407	100	44
32630621	408	100	24
24702582	409	100	28
47629278	410	100	28
22158013	411	100	42
654682	412	100	23
6009352	413	100	22
40440921	414	100	32
24919540	415	100	37
28498472	416	100	24
2126685	417	100	33
28802824	418	100	21
28469561	419	100	51
39885801	420	100	41
6418800	8877	100	33
745514	422	100	49
46708489	423	100	61
27589370	424	100	28
36806384	425	100	45
17437679	426	100	42
24197188	427	100	40
40819794	428	100	29
337384	429	100	22
35699624	430	100	42
25678301	431	100	100
11746808	433	100	37
42977132	434	100	58
924039	435	100	57
14810197	436	100	21
19461872	437	100	53
25793499	438	100	13
27557633	439	100	23
37302753	440	100	72
10430400	441	100	7
22573335	443	100	27
13657742	444	100	61
5372458	445	100	22
19374405	447	100	74
30923164	448	100	41
20659532	449	100	25
44869513	450	100	33
17027100	451	100	30
12888339	452	100	41
28766993	453	100	52
1678147	455	100	46
24919416	457	100	78
14502327	459	100	13
1629677	460	100	33
13283536	462	100	47
15721818	463	100	71
17558367	464	100	57
5238771	465	100	100
5364487	466	100	30
9674789	468	100	15
22007424	469	100	32
6011338	470	100	46
8065934	471	100	23
7631424	472	100	42
24702447	473	100	23
9382103	474	100	51
24183703	475	100	43
36019332	476	100	22
13658217	477	100	35
28940691	479	100	41
27489259	480	100	28
19685539	482	100	8
32029613	483	100	51
16545003	484	100	39
2076731	485	100	41
18931001	486	100	19
27466687	487	100	27
17332912	488	100	65
20533869	489	100	100
33030929	490	100	64
45338013	491	100	16
27487775	492	100	64
19531069	493	100	96
11459053	495	100	28
42487594	496	100	33
10330790	498	100	31
41983743	499	100	54
32134025	500	100	47
37030603	501	100	32
16842160	503	100	24
32547285	504	100	24
20152111	505	100	22
38774441	506	100	42
1684776	507	100	38
4466156	508	100	49
32578416	509	100	41
42776364	510	100	42
34769237	511	100	40
27583230	512	100	25
22479400	513	100	56
11699512	515	100	37
11866734	516	100	46
6049514	517	100	47
13658269	520	100	51
6016627	521	100	35
44757299	522	100	43
45660290	523	100	40
42791378	524	100	32
45818748	525	100	38
36138187	527	100	18
34448636	528	100	45
5317053	529	100	52
42945807	530	100	31
44400932	531	100	51
46068801	532	100	100
29980123	533	100	27
13657339	534	100	38
15129065	536	100	53
11700890	537	100	30
27084900	538	100	13
15045823	540	100	42
40010600	541	100	28
13658179	542	100	19
26058070	543	100	41
28980810	544	100	14
12854290	546	100	16
4635751	547	100	56
33338167	549	100	100
10376761	550	100	33
36906879	551	100	31
4294615	552	100	74
10581325	553	100	40
18147494	554	100	18
40812947	555	100	50
12570776	556	100	39
27431268	557	100	47
43250730	558	100	27
8624584	559	100	65
2889710	561	100	40
24939365	562	100	33
46936669	563	100	63
40463484	564	100	45
34463888	565	100	38
32060212	566	100	13
2414466	567	100	75
20313438	568	100	64
18863206	570	100	34
16175447	571	100	31
27382199	572	100	36
29671217	574	100	37
14344005	575	100	28
44790747	576	100	59
13257437	577	100	17
13579152	579	100	24
38669088	581	100	47
27504685	582	100	33
32693896	583	100	33
2571886	584	100	18
44222704	587	100	37
42581297	588	100	49
13657694	589	100	22
6836665	590	100	28
24778593	593	100	31
47067190	597	100	34
7950562	598	100	32
29429386	599	100	41
2694305	600	100	12
1638803	602	100	15
28103846	603	100	26
18156013	605	70	18
4632900	639	100	34
39184440	611	100	27
27456076	612	100	33
18019504	613	100	77
32496591	614	100	20
35898957	615	100	21
16506582	616	100	31
35338065	617	100	36
6874307	619	100	30
21307208	621	100	100
47767697	622	100	29
17625584	623	100	42
43250729	624	100	33
10696242	626	100	48
2216612	627	100	90
28170379	628	100	25
24447417	629	100	41
41346614	630	100	37
2889023	631	100	69
27587264	632	100	23
44196907	633	100	32
2602160	634	100	39
13658182	635	100	49
27357336	636	100	42
45566409	637	100	68
4078371	641	100	75
1229531	642	100	33
18134746	645	100	30
29786499	646	100	33
7696715	647	100	15
41338115	648	100	57
40022477	649	100	100
11515421	650	100	49
24293282	651	52	67
34503011	654	100	33
37373174	655	100	28
40832032	656	100	23
123061	657	100	63
33284358	658	100	19
21703338	660	100	44
32025878	661	100	21
16310117	662	100	42
44400798	664	65	100
23641789	665	100	31
35337375	666	100	45
32042822	667	100	85
31235502	669	100	59
39477195	670	46	29
2889691	671	100	43
5395451	672	100	26
886661	676	100	78
13658180	677	100	27
33108524	678	100	31
6011815	680	100	42
494928	681	100	41
16675199	682	100	31
5983130	684	100	42
8697336	685	100	30
26429591	686	100	100
13657952	687	100	35
32631414	688	100	31
7170509	689	100	31
2641733	690	100	100
18123062	691	100	49
33281516	692	100	37
17018588	694	100	50
41349703	695	100	48
33053736	696	100	31
40772527	697	100	25
2138309	698	100	20
31210170	699	100	49
26904037	701	100	73
35336639	704	100	88
15748174	705	100	50
46477299	706	100	26
33269907	707	61	20
20453541	708	100	27
12574743	709	100	52
20148347	710	77	31
11782352	711	100	47
31148963	713	100	53
901529	714	100	93
29294535	717	100	60
7211228	718	100	46
2800310	720	100	29
2771008	722	100	100
32132592	723	100	49
41429054	725	100	77
35824114	730	100	38
29340253	732	100	34
11865149	735	100	23
32496579	737	100	47
275966	738	100	39
15317562	739	100	45
23289783	740	61	17
36110798	742	100	24
13657271	743	100	41
28089039	744	100	50
41336249	745	100	44
8060566	746	100	50
44363096	747	100	61
32164990	750	100	52
41070854	751	100	100
17285145	752	100	44
32496593	753	100	8
42628832	755	100	18
30016256	756	100	33
3050512	757	100	56
29014637	758	100	59
32629545	759	100	53
1857836	761	100	71
1934124	762	100	79
25935783	765	100	29
16498054	766	100	41
17277682	767	100	20
29979911	770	100	47
41778477	771	100	100
21884984	772	100	52
39256936	776	100	72
12743562	777	100	36
9641628	780	100	24
39535801	782	100	63
15975838	783	100	52
44455664	785	100	100
22350358	786	100	35
44406057	787	100	100
19318252	788	100	24
22004858	789	100	51
25029265	790	100	26
24536411	791	27	34
29493971	792	100	34
2000129	793	100	29
17668089	798	100	28
43929733	799	100	57
21307395	800	100	89
10609496	803	100	100
2891548	804	100	38
13657776	807	100	69
45389151	809	100	64
18503425	814	100	55
41425142	817	100	47
27637610	819	100	39
36171151	820	100	74
15983956	823	100	36
9110356	824	100	68
20763386	825	100	49
271225	829	100	93
30717106	833	100	31
27466611	839	100	28
44926805	840	100	52
46600054	841	100	36
14666346	842	100	24
41429318	846	100	82
30468337	847	100	56
9787104	848	100	62
10453848	851	100	40
10269118	853	100	38
37330191	854	100	64
39299406	855	100	58
273834	856	100	96
14500709	857	100	58
29008931	858	100	41
15821515	859	100	37
17124247	862	100	51
2310947	863	100	31
38770379	866	53	28
36019441	869	100	100
32496585	873	100	26
44568084	876	100	27
42052821	877	100	29
956682	878	100	89
19514617	880	100	53
18465890	881	100	48
40044843	884	100	55
23436355	886	100	100
42406493	888	100	32
44833962	892	100	58
25386396	893	100	40
31151209	896	100	100
7958615	897	100	30
45227727	899	100	41
40812963	901	100	100
33568983	903	100	100
31481975	904	100	59
5601026	906	100	45
46803422	907	100	100
24699900	911	100	43
6227716	916	100	100
25031150	918	100	41
15822605	922	100	30
13658438	924	100	36
15967301	926	100	64
10696269	927	100	31
17666814	930	61	38
10334955	931	100	84
2889701	932	100	19
13658336	935	100	56
42138415	938	100	62
29355500	939	100	9
44004785	940	100	44
24617391	941	100	53
735768	942	100	56
41038114	948	100	39
44516692	950	100	57
5433819	951	100	67
36002202	952	100	62
45392627	954	54	9
16900311	955	100	47
46945052	956	100	35
5947734	958	100	43
14632165	959	100	35
4311260	960	100	19
15922409	961	100	27
332228	962	100	100
40217752	963	100	24
29745801	964	100	14
19060219	965	100	10
6933492	966	100	22
28266587	967	100	42
13797154	968	100	24
2383712	969	100	47
41786518	970	45	22
30102616	971	100	44
21934850	972	100	24
45447093	973	100	52
42262579	974	100	31
37886274	975	100	68
16667116	976	100	38
9792697	977	100	68
28493198	978	100	21
18858197	979	100	57
35391786	980	100	41
6573523	981	100	59
23714052	982	100	20
31549311	983	100	30
26568109	984	100	13
10150003	985	100	35
30158987	986	100	34
28754017	987	100	30
42584677	988	100	60
15167395	989	100	100
17962031	990	100	27
10421819	991	100	23
12344866	992	100	41
24624437	994	100	61
2730737	995	100	20
11841810	996	100	48
38987486	998	100	54
15789039	999	100	65
10085184	1000	100	27
38664831	1001	100	24
9780010	1002	100	35
12248426	1003	100	100
28528935	1004	100	29
12740106	1005	100	34
2934630	1006	100	16
12471099	1008	100	34
14911809	1009	100	67
1639843	1010	100	48
4723354	1011	100	17
1677209	1012	100	31
9868101	1013	100	25
13670726	1014	100	52
40439449	1015	100	29
43916746	1016	100	46
11187610	1017	100	52
17840916	1018	100	54
393530	1020	100	65
6678166	1022	100	37
6572657	1023	100	5
28480720	1024	100	43
1750474	1025	100	14
4392388	1026	100	17
22094331	1027	100	25
40913914	1028	100	24
14623848	1029	100	28
35229140	1030	100	38
32898643	1032	100	65
42755484	1033	100	57
7551818	7940	100	46
2985155	1036	100	55
2936820	1037	100	33
37149420	1038	100	31
26883251	1039	38	55
1395013	1040	100	26
1819763	1042	100	44
12723220	1044	100	27
12050354	1045	100	100
44474632	1046	100	76
2677288	1047	100	23
31642998	1048	100	30
43047796	1049	100	27
31499028	1051	100	40
42275120	1052	100	33
4615510	1053	100	12
43049394	1054	100	63
30097390	1056	100	14
2679989	1057	100	78
21445975	1058	100	20
2837388	1059	100	63
45916522	1060	100	100
8386938	1061	100	54
20503821	1062	100	67
25498876	1063	100	30
25362686	1064	100	39
44426632	1065	100	41
771240	1066	48	36
18570969	1067	100	8
38230491	1068	100	100
33320648	1070	60	44
20064910	1071	100	49
40471317	1072	100	29
24142030	1074	100	22
24391098	1075	100	22
3051231	1076	100	100
2819682	1077	100	35
13574772	1080	100	100
44269411	1081	100	68
1968208	1083	100	30
38103678	1084	100	100
8521115	1085	100	100
46811136	1087	100	45
8404629	1088	100	19
25703267	1089	100	39
37872530	1091	100	38
8100332	1092	100	39
14721114	1093	100	10
12811935	1094	100	48
11748946	1095	100	14
26835630	1096	100	37
15131892	1097	100	36
7273535	1098	100	55
34288211	1099	100	100
21818080	1100	100	100
44360300	1101	100	53
21733800	1102	100	67
5380385	1103	100	34
28821999	1104	100	48
47258887	1106	100	100
25356852	1107	100	100
35670704	1108	100	56
15188250	1109	100	22
27620122	1110	100	42
42989267	1111	100	24
44004850	1112	100	70
30101118	1113	100	35
17178690	1114	100	15
21090990	1115	100	60
35457463	1116	100	31
28907613	1117	100	53
37719744	1118	100	24
30463400	1120	100	47
30698312	1121	100	8
40457742	1122	100	50
34532278	1123	100	34
3935701	1124	100	19
17306712	1125	100	48
21304916	1126	100	37
3127387	1127	100	36
15087760	1128	100	31
37899965	1130	100	80
28885811	1131	100	100
39191140	1132	100	47
6791434	1133	100	34
14863903	1134	100	21
34464838	1135	100	56
40217810	1136	100	100
14710801	1137	100	43
22254209	1138	100	27
32665544	1139	100	67
35819289	1140	100	68
3630986	1141	100	33
45801908	1146	100	58
28480910	1147	100	43
1683580	1148	100	28
41635043	1149	100	53
46673125	1150	100	35
35418970	1152	100	37
913356	1153	100	32
42912628	1154	100	76
25474346	1155	100	28
24316913	1156	100	36
18850910	1157	100	43
39466084	1158	100	34
7770265	1159	100	65
19240480	1160	100	23
43454453	1161	100	68
20308104	1162	100	37
2787435	1163	100	51
8938035	1164	100	21
36898234	1165	100	2
6843249	1166	100	58
4392413	1167	100	58
25348578	1168	100	30
44810330	1169	100	48
36663262	1171	100	63
8263988	1172	100	29
33325087	1173	100	39
20218999	1174	100	39
6901485	1178	100	33
11548154	1179	32	10
41777070	1180	100	43
9554226	1181	100	26
5943349	1182	100	51
37345928	1183	100	29
29484637	1185	100	60
25126969	1186	100	51
7804508	1187	100	41
19858200	1188	100	38
17025151	1189	100	49
28132183	1191	100	41
34460941	1192	100	39
45258132	1193	100	46
22674986	1195	100	29
15419608	1196	100	25
17009771	1198	100	49
43871568	1199	50	61
2505177	1200	100	35
31211109	1201	100	100
10081548	1202	100	61
7552189	1203	100	33
15993414	1204	100	41
18517888	1207	100	100
12740963	1208	100	85
45093888	1210	100	41
11187665	1212	100	29
3344256	1215	100	38
21545614	1216	100	27
33065546	1217	100	45
29631087	1218	100	100
20314344	1220	100	60
39044728	1221	100	61
42275160	1222	100	100
26299290	1223	100	67
1469580	1226	100	85
42906304	1227	100	30
31507925	1229	100	70
41336549	1231	100	79
30582122	1232	100	35
39509742	1233	100	67
41069719	1234	100	47
12739786	1235	100	79
40871562	1236	100	48
31929679	1237	100	100
30416746	3856	100	28
45392515	1239	100	22
42302167	1240	100	40
12239193	1242	100	43
40395049	1244	100	100
2489029	1245	100	92
15169095	1248	100	100
5084287	1250	53	49
19241612	1251	53	39
32419979	1256	100	11
8819906	1261	100	100
17371459	1262	100	58
14577846	1263	100	11
37668417	1265	100	48
16481284	1266	100	50
36049011	1268	100	29
12740017	1270	100	54
14884859	1272	100	13
41128424	1273	100	45
1215475	1274	100	34
15102625	1275	100	8
12000553	1276	100	37
6219677	1279	100	100
661252	1280	100	82
7390392	1281	100	51
15970393	1287	100	35
6678257	1288	100	14
276757	1291	100	39
26096579	1292	100	69
16714207	1294	100	28
44643656	1296	100	37
3588040	1297	100	42
33476512	1299	100	56
39045748	1300	100	38
1045023	1305	100	77
38719282	1306	100	38
4366188	1311	100	62
19188315	1312	100	62
37343574	1313	100	37
35049182	1314	100	100
40045022	1319	100	37
4317076	1321	100	50
37667872	1326	100	40
6016335	1327	100	52
13677529	1328	100	22
12739752	1331	100	73
34647284	1332	100	62
19587122	1333	100	76
2760577	1334	56	100
5830508	1335	100	51
44661488	1338	100	39
27432131	1339	100	61
14909273	1341	96	28
31498125	1343	100	33
6417274	1344	100	100
41117301	1346	100	63
27591544	1348	100	28
36154638	1350	100	23
9776064	1351	100	56
19318704	1352	100	42
14442847	1358	100	100
8766943	1361	100	76
26768649	1362	100	27
41312819	1366	100	74
25119902	1368	100	56
7648863	1369	100	67
43434185	1371	100	38
15883591	1372	100	61
32130853	1379	100	24
20447711	1383	100	49
46673118	1386	100	62
12262469	1388	100	47
8337899	1389	100	60
46673151	1393	100	88
8237436	1396	100	13
18710431	1404	100	38
260915	1398	100	87
12296198	1405	100	70
17246278	1408	100	55
13235192	1411	100	54
2083383	1412	100	45
1333732	1413	100	21
34461127	1415	100	40
3667796	1416	100	49
40532092	1426	100	53
35174244	1432	100	40
25488212	1433	100	59
20316215	1439	40	63
14662074	1447	67	60
14690731	1456	100	100
25029512	1457	100	31
7007240	1464	100	61
26261899	1467	100	11
42652183	1468	100	19
26924068	1470	100	7
7175434	1471	100	45
7569758	1472	100	40
6917374	1473	100	34
4312017	1474	100	31
32755884	18265	100	38
14716420	1477	100	15
19424796	1478	100	51
47445177	1479	100	36
45323447	1480	100	13
14529331	1481	100	7
24120961	1482	100	60
44169978	1483	100	10
16940569	1484	100	24
8523095	1485	100	43
16566519	1486	100	30
19134505	1487	100	13
18560304	1488	100	29
39050107	1489	100	52
20320079	1490	100	100
17105199	1491	100	18
11009896	1492	100	22
7078184	1493	100	22
36137489	1494	100	15
11768155	1495	100	38
29637425	1496	100	62
4272454	1498	100	35
45398556	1501	100	46
17362498	1502	100	19
43493085	1503	100	36
18666281	1504	100	24
6928111	1505	100	48
41323598	1509	100	33
14096007	1510	45	24
38570493	1511	100	22
4373615	1512	100	24
37373249	1513	100	100
38738220	1514	100	34
17042300	1515	100	32
23421136	1516	100	26
17391724	1517	100	33
8938670	1518	100	16
34272496	1520	100	24
34869677	1521	100	17
24740397	1523	100	32
33842653	1524	100	32
15820848	1525	100	22
14891800	1526	100	22
17031441	1527	100	19
41887867	1528	100	24
20673694	1530	100	62
6802641	1533	100	30
28121940	1534	100	41
11829873	1535	100	36
38215711	1538	100	47
11829943	1540	100	82
17983087	1541	100	40
18126217	1542	100	27
19653926	1543	100	24
14309386	1546	100	34
46001458	1551	100	43
28990874	1552	100	55
32105012	1553	100	100
16991425	1555	100	12
44583172	1557	100	58
42580227	1559	100	22
25019482	1560	100	34
13975234	18368	100	32
43790737	1564	100	100
25045136	1565	100	34
14710295	1567	100	37
22180661	1568	100	30
44879223	1570	100	23
16447922	1573	100	29
35994491	1574	100	16
39847450	1575	100	20
19134511	1576	100	14
28981895	1577	100	15
12861928	1579	100	28
9296304	1580	100	32
20195342	1582	100	54
34774083	1584	100	23
22666880	1586	100	31
45540036	1588	100	100
32150810	1591	100	38
44406684	1592	100	38
24637863	1594	100	39
35562719	1595	100	71
19642793	1596	100	35
33706519	1597	100	16
37537971	1598	100	41
25810390	1599	100	55
47203484	1600	100	12
2066264	1601	100	36
44269826	1602	100	14
34561888	1739	100	60
39194880	1608	100	20
18566108	1609	100	29
9679926	1610	100	36
3845215	1611	100	26
10376466	1612	100	20
6219622	1613	100	25
1449951	1614	100	82
41436059	1616	21	10
30289716	1617	100	18
23433386	1619	100	21
32167516	1621	53	19
39816115	1623	100	65
22554231	1626	100	38
28865903	1627	100	60
17753907	1628	100	40
12928518	1629	100	42
31173951	1630	100	36
28098305	1632	100	62
25349819	1633	100	31
28665839	1635	100	33
3833640	1636	100	57
9744962	1637	100	74
622055	1638	100	17
17173252	1639	100	35
33478723	1640	100	22
7745631	1641	100	46
17007167	1642	100	32
21661929	1643	100	26
2529642	1644	100	9
15060133	1645	100	39
15880690	1646	100	30
6019748	1647	100	38
14910420	1648	100	40
10331884	1649	100	25
9656778	1650	100	4
34783297	1651	100	48
30131338	1652	100	44
42906639	1656	43	16
4504046	1657	100	35
10188140	1658	100	64
16179146	1660	100	100
9812412	1661	100	32
7808940	1663	100	28
8522441	1664	100	49
2800018	1666	100	29
46416530	1668	100	62
39195086	1669	100	42
19298114	1670	100	100
23888280	1671	100	51
22180554	1672	100	28
37192005	1673	100	20
45460305	1674	100	41
7098677	1675	100	19
44925308	1676	100	63
12659943	1678	100	39
39432153	1683	100	54
4272589	1684	100	49
4631604	1685	100	53
17023334	1686	100	23
17842892	1687	100	15
44930593	1688	100	21
35867480	1689	100	36
3214890	1690	100	27
8825504	1691	100	30
16439963	1692	100	11
45818981	1693	100	51
7427038	1694	100	26
16871260	1697	100	29
3709008	1698	100	28
35379745	1699	38	28
33698121	1700	100	72
44223656	1701	100	15
41235203	1704	100	27
27645628	1705	100	34
11385991	1706	100	32
40015075	1707	100	41
34151408	1708	100	67
33279149	1710	100	29
34561876	1711	100	60
24390690	1712	100	45
6929190	1713	100	35
27329066	1714	100	30
43894116	1715	100	60
24663071	1717	100	32
14466987	1719	100	42
270918	1720	100	81
2678932	1721	100	25
17380535	1722	40	49
35647502	1723	100	100
40646222	1725	100	24
1372019	1726	100	23
4493397	1727	100	53
8910293	1729	100	37
863242	1730	100	20
19026218	1731	100	14
44413878	1732	100	57
45645195	1733	100	20
12569844	1734	100	42
25946502	1735	100	30
37343926	1736	100	30
37111066	1737	100	20
19258611	1738	100	13
40348961	1740	100	36
31812582	1741	100	21
556827	1742	100	22
12259644	1743	100	100
4614685	1744	100	12
39373655	1746	100	58
38709111	1747	100	46
29796291	1749	100	64
37993616	1750	100	23
27322067	1752	100	54
5634735	1753	100	45
9845340	1757	100	18
39165687	1759	100	23
39861553	1760	100	100
16831707	1761	100	22
22180378	1762	100	81
43812502	1763	100	12
18322681	1765	100	100
45398615	18322	100	36
22180675	1770	100	70
42991806	1773	100	100
24212361	1774	100	35
28314436	1775	100	85
34699768	1777	100	42
7650029	1778	100	38
5075715	1780	100	42
47025518	1781	100	100
7886641	1782	100	41
16440071	1784	100	25
32150800	1785	100	41
28145250	1786	100	69
28135304	1787	100	55
28502447	1788	100	24
9520946	1789	100	17
6447237	1791	100	60
22527569	1792	100	47
24699049	1793	100	23
44231324	1795	100	37
34422114	1797	100	52
2127884	1798	100	60
34022041	1800	100	100
44686666	1801	100	58
4816992	1804	100	29
26260000	1805	100	17
37998124	1806	100	33
36219901	1807	100	50
10064317	1808	100	49
14261487	1811	100	24
16831681	1812	100	53
22180984	1813	100	52
9826642	1814	100	48
44132666	1816	100	33
43041595	1817	100	30
35845587	1818	100	100
1722403	1819	100	12
20290415	1820	100	32
1264575	26380	100	38
23517378	1822	100	46
5941832	1878	100	49
23441111	1824	100	47
11385435	1826	100	100
16600850	1829	86	11
8411022	1830	100	94
18573824	1831	100	43
9137594	1832	100	28
12806973	1833	100	43
36784398	1834	100	29
18567610	1839	100	64
28987217	1841	100	37
35845466	1842	100	100
47007852	1843	100	53
472785	1844	100	33
26746065	1845	100	59
20317046	1847	100	64
44268817	1849	100	45
20315603	1850	100	100
17023272	1851	100	26
4961555	1853	100	32
12862011	1854	100	51
43822625	1855	100	34
24431805	1856	100	100
7574431	1859	100	100
18636272	1860	100	32
17178563	1861	100	27
10070424	1863	100	51
1480111	1864	100	39
9848129	1865	100	55
34827811	1866	100	14
31506909	1867	100	61
34467829	1868	100	100
43048621	1869	100	47
41333669	1870	100	100
4224673	1871	100	16
8789063	1872	100	53
28163401	1873	100	30
8521781	1874	100	58
33620539	1875	100	16
5967091	1880	100	44
41735205	1881	100	50
22181200	1883	100	33
23896501	1884	100	46
22180504	1886	100	61
46600038	1887	100	30
21663586	1889	100	72
22181170	1891	100	57
38719281	14706	100	38
9117109	1893	100	7
31415471	1894	100	59
42602812	1895	100	100
19513649	1896	100	26
34468226	1898	100	68
43935065	1899	100	50
9546635	1900	100	100
15603429	1901	100	41
42573298	1902	100	100
28165205	1903	100	70
5395406	1904	100	43
22181025	1905	100	55
44002053	1908	100	55
22180077	1910	100	48
44254477	1911	100	48
20502942	1912	100	20
18028943	1913	100	41
1178969	1914	100	64
3062676	1915	100	44
36995874	1916	100	100
39812881	1917	100	27
20414322	1918	100	51
761265	1920	100	55
40663554	1921	100	49
43045841	1923	100	55
14476753	1925	100	32
5681455	1927	75	32
22352490	1928	100	42
38050167	1929	100	25
41441774	1930	100	100
18567981	1931	100	68
22181007	1932	100	53
32089486	1936	100	46
28539154	1937	100	57
25296487	1938	100	100
2018386	1940	100	56
22977127	1946	100	100
7694129	1947	100	44
40746178	1948	100	40
17377794	1951	100	37
43822639	1953	100	24
11822592	1954	100	38
25273041	1955	100	100
5926113	1956	100	57
7431527	1957	100	100
19552498	1958	100	22
22664839	1959	100	49
909357	1960	100	54
39746907	1962	100	40
37242461	1967	100	52
8523096	1968	100	71
37483628	1969	100	57
12337224	1971	100	37
15312319	1972	100	41
16754859	1973	100	46
34028672	1974	100	75
39194294	1975	100	60
21768498	1981	100	71
46817905	1982	100	78
38764475	1983	100	42
40186299	1984	100	67
40747693	1985	100	100
21585946	1986	100	28
38700205	1989	100	57
22180564	1990	100	36
45460346	1994	100	100
28868997	1997	100	53
30016010	2005	100	62
17013081	2008	100	40
46000938	2011	100	38
17666393	2013	100	43
5364833	2014	100	22
31296526	2019	100	32
20413957	2020	40	47
6828333	2022	100	57
21304045	2023	69	61
27557583	2026	100	18
